id	name	industries	founded_date	num_employees	website	about
tyra-biosciences	Tyra Biosciences	Biotechnology, Life Science, Oncology, Therapeutics	2018-01-01	11-50	https://tyra.bio/	Tyra Biosciences is a biotechnology company targeting new pathways of acquired resistance in oncology with purpose-built drugs.
uplift	Uplift Labs	Fitness, Health Care, mHealth, Sports, Training, Wellness	2017-11-21	11-50	http://www.uplift.ai	Uplift Labs digitizes human movement to improve athletic performance while mitigating injuries for in-person and live remote training.
urban-movement-labs	Urban Movement Labs	Commercial, Government, Transportation	2019-01-01	1-10	https://www.urbanmovementlabs.com	Urban Movement Labs is a dynamic collaboration between communities, local government, and mobility innovators.
the-plant-pathways	Plant Path	Agriculture, Biotechnology, Farming	2019-01-01	11-50	https://plantpathco.com	Plant Path specializes in developing food and medical plant varieties to improve human health through nutrition.
opsramp-inc	OpsRamp	Cloud Infrastructure, DevOps, Information Technology, IT Infrastructure, IT Management, Software	2014-01-01	101-250	https://www.opsramp.com	The OpsRamp IT operations platform discovers, monitors, manages and automates hybrid IT infrastructure.
opsara-inc	Opsara, Inc.	Cloud Data Services, Computer, Information Technology, Network Security	NULL	11-50	https://www.opsara.com	Opsara, Inc. provides hybrid cloud solutions designed for startups & mid-sized companies.
opiary	Opiary	Commercial, Manufacturing, Product Design, Residential	NULL	11-50	https://opiary.com	Opiary is a biophilic design and production studio that provides landscape architecture, wall scaps, and urban terrace design.
opsarmy	OpsArmy	Bookkeeping and Payroll, Human Resources, Personal Development, Professional Services, Recruiting	NULL	51-100	https://www.operationsarmy.com	OpsArmy offers an HR platform for hiring international talent, managing compliance, payroll, and performance.
national-recruiting-consultants	National Recruiting Consultants	Consulting, Employment, Health Care, Staffing Agency	2021-01-01	1-10	https://natlrecruiting.com	National Recruiting Consultants is an employment agency that connects schools with healthcare providers.
erisx	ErisX	Blockchain, Financial Services, FinTech, Information Technology, Insurance, Software	2018-01-01	11-50	https://erisx.com/	ErisX specializes in digital asset space that offers both spot and futures contracts on one platform.
we-all-code	We All Code	Education, STEM Education	2012-01-01	1-10	http://www.weallcode.org	We All Code is volunteer run nonprofit organization that teaches web, game, and app development to youth ages 7 to 17 free of charge.
square-peg-capital	Square Peg Capital	Business Development, Finance, Financial Services, Venture Capital	2012-01-01	11-50	http://www.squarepegcap.com	Square Peg invests in emerging technology companies across the internet economy in Australia and New Zealand, South-East Asia, and Israel.
merchant-seven	Merchant Seven	Information Technology	2018-02-01	1-10	https://merchantseven.com/	Growth Advisory
fast-company	Fast Company	Media and Entertainment, News, Publishing	1995-01-01	51-100	http://www.fastcompany.com	Fast Company is a business media brand, with a focus on innovation in technology, leadership, and design.
cryption-network	Cryption Network	Blockchain, Cryptocurrency, Virtual Currency, Web3	2021-01-01	1-10	https://cryption.network	Cryption Digital Services is a blockchain company.
aerovect	AeroVect	Aerospace, Air Transportation, Software	2020-01-01	11-50	https://aerovect.com/	AeroVect develops autonomous driving platforms for GSE.
verus-recruiting-consultants	Verus Recruiting Consultants	Consulting, Human Resources, Recruiting	2012-01-01	11-50	https://verusrecruitingconsultants.ca	Verus Recruiting Consultants is a recruiting consulting firm that offers HR services and leadership training.
unlimited-b4a6	Unlimited	Financial Services, Impact Investing, Venture Capital	2022-01-01	1-10	https://www.unlimitedfunds.com	Unlimited is an investor that employs machine learning to create solutions that mimic alternative investment index returns.
jumio	Jumio	Artificial Intelligence (AI), Biometrics, Facial Recognition, Financial Services, Fraud Detection, Identity Management, Machine Learning	2010-01-01	501-1000	http://www.jumio.com	Jumio is an AI platform that enables users to establish their identity remotely to protect against fraud and other financial crime.
pathways-community-interest-company	Pathways Community Interest Company	Communities, Employment, Health Care, Non Profit	2006-01-01	1-10	http://www.pathwayscic.co.uk/	Pathways CIC is an award-winning not-for-profit organisation which provides holistic health.
cega-innovations	CEGA Innovations	Health Care, Medical, Medical Device	2012-01-01	11-50	http://www.cegamuv.com	CEGA provides the only product line in the market to incorporate best practices in Safe Patient Handling, every time.
aerovent	Aerovent	Industrial, Industrial Engineering, Industrial Manufacturing, Machinery Manufacturing, Manufacturing	1932-01-01	1001-5000	https://www.aerovent.com/	Aerovent is a manufacturer of industrial air moving equipment, and ventilation products on the market.
aerovec	Aerovec	Clean Energy, CleanTech, Renewable Energy, Sustainability, Wind Energy	2022-01-01	1-10	https://www.aerovec.com/	Aerovec is a renewable electrical energy provider developing small wind turbine technology.
compound-labs	Compound	Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Ethereum, Finance, FinTech	2017-08-01	51-100	https://compound.finance	Compound is an open-source interest rate protocol that unlocks new financial applications.
movement-labs	Movement Labs	NULL	2017-01-01	51-100	https://movementlabs.com/	Movement Labs combine data, technology and experimental methods with an army of passionate volunteers to build power.
compound	Compound	Asset Management, FinTech, Marketplace, Property Management, Real Estate, Wealth Management	2016-01-01	1-10	https://getcompound.com/	A global residential real estate investment platform.
professional-recruiting-consultants	Professional Recruiting Consultants	Consulting, Human Resources, Recruiting, Staffing Agency	1985-01-01	1-10	https://www.prcstaffing.com	Professional Recruiting Consultants provides recruiting and staffing services.
betasmartz	BetaSmartz	Asset Management, B2B, Big Data, Finance, Financial Services, FinTech, SaaS, Software, Wealth Management	2015-01-01	1-10	http://www.betasmartz.com	Digital investment platform offering investment, administrative and operational solutions to financial institutions
opsam-health	OpSam Health	Communities, Health Care, Non Profit, Primary and Urgent Care	1973-01-01	51-100	https://www.opsam.org	OpSam Health offers primary care, dental, behavioral health, family planning, integrative health, and wellness.
humanitec	Humanitec	Information Technology, Software	2018-04-25	11-50	https://humanitec.com	Humanitec empowers platform engineers to build the perfect Internal Developer Platform for the enterprise
aerovectrx	AerovectRx	Health Care, Medical, Therapeutics	2005-01-01	1-10	http://www.aerovectrx.com/	Develops pulmonary drug delivery technology.
humantech	Humantech	Management Consulting	1979-01-01	11-50	https://www.humantech.com/	Humantech is for workplace improvement and deliver practical solutions that work.
tokenstars	TokenStars	Blockchain, Celebrity, Crowdfunding, Cryptocurrency, Information Technology, Media and Entertainment, Sports	2017-01-01	11-50	https://tokenstars.com/team	TokenStars is the first celebrity management platform on the blockchain.
zuckerberg-media	Zuckerberg Media	Advertising, Consulting, Social Media Marketing	2011-01-01	11-50	https://www.zuckerbergmedia.com/	Zuckerberg Media is a boutique marketing firm and production company that creates content for all mediums.
grid-7	Grid+	Apps, Electronics, Energy, Marketplace	2017-01-01	11-50	https://gridplus.io/	Grid+, its commercial electricity retail business and eventual energy-sharing marketplace
austin-logistics-incorporated	Austin Logistics	Analytics, Business Intelligence, Software	1992-01-01	11-50	http://www.austinlogistics.com	Austin Logistics is a provider of next-generation predictive analytic and business intelligence software solutions.
wss-group	WSS Group	Electronic Design Automation (EDA), Electronics, Home Services, Lighting	1986-11-01	11-50	https://wssgroupltd.co.uk	WSS Group provides electrical repairs and installation services for fire alarms, doors, windows, locks, and kitchens.
ether-rush	Ether Rush	Cryptocurrency, Ethereum, FinTech	2014-01-01	51-100	https://www.etherrush.in/	Ether Rush allows users to buy Ethereum easily and safely by just adding it to cart.
wrs-group	WRS Group	Education, Health Care	NULL	NULL	http://wrsgroup.com	WRS Group health education and awareness firm that developes cutting-edge health and childbirth education products.
line-industry	Line Industry	Industrial Automation, Manufacturing	1969-07-04	11-50	http://www.line-industry.co.jp/	LineIndustry is a designer and manufacturer of automation and labor-saving system.
metamorphic-ventures-llc	Compound	Finance, Financial Services, Venture Capital	2008-01-01	1-10	https://compound.vc/	Compound is a thesis-driven, research-centric investment firm
humanitects	humanitects	Database, Health Care, SEO, Web Design, Web Development	2002-01-01	51-100	https://www.humanitects.com	humanitects designs and develops intuitive, user-centered web solutions, databases, and SEO for health & human service sectors.
compound-financial	Compound	Angel Investment, Financial Services	2019-01-01	51-100	https://withcompound.com/	Compound is a family office for people who work in tech. Built by engineers who know what QSBS is and CFAs who know what APIs are.
beni-vc	Beni VC	Angel Investment, Venture Capital	2017-09-01	1-10	https://www.benivc.com/	We provide early-growth stage capital to transformational venture-backed technology businesses.
kncminer	KnCMiner	Application Specific Integrated Circuit (ASIC), Bitcoin, Blockchain, Hardware	2013-04-01	101-250	http://kncminer.com	We bring new Bitcoin miners alive! KnCMiner focuses on producing miners for cryptocurrencies.
wandera	Wandera	Cloud Security, Mobile, SaaS, Security	2012-01-01	101-250	https://www.wandera.com/	Wandera provides a unified cloud security solution to protect the modern workplace
cryptionessy	Cryptionessy	NULL	NULL	NULL	https://cryptionessy.com/	Cryptionessy values innovation, transparency, integrity, and customer-centricity.
